# 
#     Column Definitions:
#     - Total Potential Responses: All survey participants, including those who left the question blank.
#     - Non-empty Responses: All responses that are not null or empty string.
#     - Informative Responses: Responses that are not classified as non-informative (e.g., not "N/A", "No comment", etc.).
#     - Response: Individual informative responses, with each response on a separate row.
#     
"Question","Institution","Total Potential Responses","Non-empty Responses","Informative Responses","Response"
"","","","","","ngyourownfood liveathome"
"","","","","","There is no suggested scheme"
"","","","","","Regular access to state/local agency staff who can help those in need apply and secure public assistance."
"","","","","","All large building should have access to fresh foods, and these foods should not be overpriced, packaged sugars. "
"","","","","","For those in need of the service, I'd like to see the CNM Food Pantry extend its hours."
"","","","","","Provide stability for part time employees "
"","","","","","Schools are offering more low-cost nutrition packages"
"","","","","","More hours and food items at the Westside Food Pantry"
"","","","","","Provide housing options that are actually affordable."
"","","","","","Continue enhancing our Food Pantry."
"","","","","","Cost adjusted wakes based on inflation. WE get a raise every two or three years, but typically its not keeping pace with rising costs, much less getting ahead. "
"","","","","","mini pantries"
"","","","","","Higher pay for staff (aside from administration)"
"","","","","","I have seen food set up in faculty offices for students but I don't think many students visit those areas. Perhaps having food set up in or near classrooms, areas of high traffic, and making it clear that students are allowed and welcomed to take that food."
"","","","","","Extended hours at the food pantry for the students"
"","","","","","Buscar tener los fondos necesarios para abordar estas necesidades."
"","","","","","Have the food pantry open to staff and faculty that need it. Have more healthy food available."
"","","","","","Emergency funds that all students (not just students w/ SSN) can access and that students or faculty know about. I think these funds exist on our campus, but I would have no idea how to direct a student to access them and staff contacts change frequently."
"","","","","","Possible student housing and subsidized meal plans? Would be a very big endeavor for CNM. "
"","","","","","Food like fruit in the hallways, fresh, filtered water easily accessible. "
"","","","","","Increase free or inexpensive food availability--both hot food and food pantries. Increase salaries for lowest paid employees. Include regular cost of living raises for employees. Offer access to resources for single parents--a faculty income might be fine for one single person, but it is extremely difficult to raise a family on $55,000 a year, particularly while paying down student loans. "
"","","","","","it would be nice to be able to get a healthy meal here at the school "
"","","","","","Before COVID I spent more time at Montoya Campus."
"","","","","","Provide students with food and housing vouchers "
"","","","","","Healthier, more economic options. "
"","","","","","CNM already has an excellent food pantry for students"
"","","","","","no"
"","","","","","Have the food pantry open more hours - you could allow faculty to cover some of those hours as part of college service."
"","","","","","Humanitarian assistance"
"","","","","","Food vouchers for students and faculty who need it. Cheaper food in the cafeteria. "
"","","","","","For food safety education, the University of Akron, Kent State University, and Ohio State University offer unique programs to help students address housing and food safety issues."
"","","","","","More education about the pantry. Also, teach students and staff to cook and prepare healthy meals. "
"","","","","","The food pantry is lovely. The microloans are lovely. Offering even more mental health options and wellness options for students, faculty, and staff would be helpful."
"","","","","","Have on-hand food commodities"
"","","","","","Continue to support the food pantry and housing services"
"","","","","","I wish I knew."
"","","","","","No input."
"","","","","","I think that nearby schools could work together to help address food and housing insecurity in their general areas."
"","","","","","Help only poor people. "
"","","","","","provide free nutritious meals for faculty"
"","","","","","Have the food pantry open on several days and more open hours"
"","","","","","More affordable, healthy food options on campus"
"","","","","","Have the food pantry also support faculty and staff"
"","","","","","Pay adjuncts a living wage."
"","","","","","Raises in pay. "
"","","","","","expanded food pantry days"
"","","","","","Offer some"
"","","","","","Increase wages to go with rising inflation. "
"","","","","","Expand food pantry; offer meals to those in need."
"","","","","","Apoyarnos con la beca $100 %, a los que no tenemos estatis legal en este pais"
"","","","","","advertise help in the weekly paper."
"","","","","","Pay faculty better, offer affordable food options on each campus, partner with local businesses for discounts for employees"
"","","","","","Build a cafeteria?"
"What could your college or university do to address food and housing insecurity? Please share a solution(s).","Clovis Community College","62","22","17","Support a food vendor with consistent hours of operation and in a way that food prices are relatively inexpensive and with at least some healthy options."
